Wind_Direction,Wind_Speed,Wave_Height,Surge,Sway,Heave,Pitch,Yaw,Roll
0,7,20,13.180529883861542,-0.8651906951069832,-0.15088741051335272,2.6613258898258207,-0.2346784039773047,0.3222491519637406
0,7,21,13.117165588617326,-0.9257983297258615,-0.13362335330469433,2.64597601634264,-0.3075341573059559,0.33425372699275613
0,7,22,13.074505691289902,-0.9839490841329098,-0.11701685677046407,2.6350922303795814,-0.37253677333891394,0.3448459063246846
0,7,23,13.081443482637406,-1.0404283496290445,-0.10173350519284032,2.630796889424324,-0.4201142571642995,0.3555000391118228
0,7,24,6.714108861982822,-0.007528744617957273,-0.15854030498303473,0.49368310580030084,0.019750810752157122,0.015227346928440966
10,1,4,4.148342625677586,-0.05583977051777765,-0.014290279595340053,0.7747523536384106,-0.1064260195158422,0.01594896582257172
10,1,5,5.701656809210777,-0.11233234374411404,-0.033938407989777035,1.1096186897158622,-0.10584559029154479,0.03461520272132475
10,1,6,7.412856748342514,-0.1669183277375996,-0.06230929031642154,1.4978573591113091,-0.10824102697335183,0.0593662936296314
10,1,7,9.247243777751923,-0.2588991580493748,-0.09774921988230198,1.9333769482076169,-0.11649470532312989,0.08897308383323252
10,1,8,11.3342475605011,-0.33424522729963063,-0.1470715505424887,2.429549873292446,-0.1328566158246249,0.12422427014820278
10,1,9,14.115056510448456,-0.47444229739159344,-0.22307720658555627,3.040801678419113,-0.17583229069039225,0.15986451752483843
10,1,10,17.2707853474617,-0.5823943889886141,-0.3124956966526806,3.7274891424179075,-0.23292764891684056,0.1969007388725877
10,1,11,20.52051838874817,-0.7150625891983509,-0.42551523036509753,4.438757466435432,-0.29525143806636334,0.2381904227770865
10,1,12,21.214344563007355,-0.8084740725457669,-0.486729831494391,4.929451919674873,-0.30478509268164633,0.28237855127453804
10,1,13,17.846963142871857,-0.880797747656703,-0.3740346089564264,4.100372741639614,-0.19732574631646277,0.30297648216784
10,1,14,16.58819532442093,-0.9275260192602873,-0.32743453555181623,3.6092757562994957,-0.13378533279150726,0.3251200228407979
10,1,15,15.396936469554902,-1.0000806324630975,-0.2899393407702446,3.2399550781846047,-0.08502522223722189,0.3460275618061423
10,1,16,14.581450362682343,-1.1056599554419517,-0.26427751606774735,2.9898391894102097,-0.04203380116308108,0.36886766471713783
10,1,17,14.016520053625106,-1.21358755967021,-0.24221787291788133,2.8302556259036065,-0.0014621808516245664,0.3942399119511247
10,1,18,13.643848072290421,-1.3340321962535382,-0.22221350153889763,2.7430961233377458,0.03792115693658252,0.4225325215384364
10,1,19,13.439207016706467,-1.4716958677768708,-0.20416548422721462,2.702206236183643,0.06786145091475919,0.4558392211347818
10,1,20,13.274269013404846,-1.6294591256082058,-0.18627323362425888,2.670707056760788,0.05927960842568427,0.4916534966826439
10,1,21,13.189204197645187,-1.798223747253418,-0.17087022787763637,2.6575126314759254,0.03057905651950877,0.5280140997692943
10,1,22,13.130344684362411,-1.9783255515396596,-0.15690040886053339,2.6513899927139284,0.018559618878775268,0.5670187702253461
10,1,23,13.108640879154205,-2.172707833379507,-0.14398854518518056,2.6516191611886026,0.022286587863406565,0.6101998936980962
10,1,24,6.721073754131794,-0.00813870771889924,-0.1584346501622349,0.49744458217173815,0.00563048992307813,0.015559683233732358
10,2,4,4.132627536177635,-0.055798000545299146,-0.012529932337324681,0.7744223120510578,-0.10649339200742543,0.015881224546748625
10,2,5,5.683908068656922,-0.11230822186544538,-0.03213518364772307,1.1090144534111024,-0.10592355442419649,0.03450238966045435
10,2,6,7.396492380976677,-0.1668675954081118,-0.06043167614917411,1.497196046113968,-0.10837547940574586,0.05926314698439091
10,2,7,9.24172748541832,-0.2582790758050978,-0.09596595620899462,1.9329776551425457,-0.11668282500840724,0.0888726637829095
10,2,8,11.335151355743408,-0.333624504648149,-0.1452398051675409,2.429244574248791,-0.1330927656888962,0.12412304799817503
10,2,9,14.121146288871765,-0.4737587550804019,-0.22139233414456247,3.040509282767773,-0.17600207304582,0.15979854080080985
10,2,10,17.281130724430085,-0.5809482470154762,-0.3107318754903972,3.727270812213421,-0.2331549122966826,0.1968128018938005
10,2,11,20.53354548215866,-0.7135994491130113,-0.42392177318781615,4.438297767877579,-0.29555234530568125,0.2381798685118556
10,2,12,21.245503631591795,-0.8069551255106926,-0.48589571493119,4.927921427488327,-0.3052593212425709,0.2824391063116491
10,2,13,17.821965792179107,-0.8791870055049658,-0.3713573698475957,4.096932413160801,-0.1976473744288087,0.3027925985381007
10,2,14,16.57676754426956,-0.9267923508435488,-0.3253360461443663,3.6076734858155253,-0.13430922669358553,0.32495467719435694
10,2,15,15.386867319345475,-1.0002122611254454,-0.2877203473141417,3.240112739980221,-0.08567005708999932,0.34591916362196207
10,2,16,14.569761688947677,-1.1059885129481555,-0.26201055996567085,2.990824236214161,-0.042774360856972636,0.3688444446772337
10,2,17,14.00250473856926,-1.2129611549973487,-0.23992431985262283,2.831253020107746,-0.0023244344742538773,0.39423457622528074
10,2,18,13.626821964025497,-1.333609750330448,-0.2199795659886745,2.743539010345936,0.03704783351235346,0.422571562230587
